frame,x,y,z,dx,dy,dz
92,4.323942,1.862999,4.000000,4.323942,1.862999,0.000000
93,4.344217,1.762681,4.000000,4.344217,1.762681,0.000000
94,4.363274,1.660384,4.000000,4.363274,1.660384,0.000000
95,4.381105,1.556223,4.000000,4.381105,1.556223,0.000000
96,4.397707,1.450315,4.000000,4.397707,1.450315,0.000000
97,4.413073,1.342777,4.000000,4.413073,1.342777,0.000000
98,4.427202,1.233733,4.000000,4.427202,1.233733,0.000000
99,4.440087,1.123303,4.000000,4.440087,1.123303,0.000000
100,4.451725,1.011611,4.000000,4.451725,1.011611,0.000000
101,4.462115,0.898784,4.000000,4.462115,0.898784,0.000000
102,4.471251,0.784948,4.000000,4.471251,0.784948,0.000000
103,4.479132,0.670230,4.000000,4.479132,0.670230,0.000000
104,4.485756,0.554760,4.000000,4.485756,0.554760,0.000000
105,4.491120,0.438666,4.000000,4.491120,0.438666,0.000000
106,4.495224,0.322081,4.000000,4.495224,0.322081,0.000000
107,4.498066,0.205133,4.000000,4.498066,0.205133,0.000000
108,4.499645,0.087955,4.000000,4.499645,0.087955,0.000000
109,4.499961,-0.029321,4.000000,4.499961,-0.029321,0.000000
110,4.499013,-0.146565,4.000000,4.499013,-0.146565,0.000000
111,4.496803,-0.263644,4.000000,4.496803,-0.263644,0.000000
112,4.493330,-0.380427,4.000000,4.493330,-0.380427,0.000000
113,4.488596,-0.496783,4.000000,4.488596,-0.496783,0.000000
114,4.482601,-0.612581,4.000000,4.482601,-0.612581,0.000000
115,4.475349,-0.727691,4.000000,4.475349,-0.727691,0.000000
116,4.466839,-0.841984,4.000000,4.466839,-0.841984,0.000000
117,4.457076,-0.955332,4.000000,4.457076,-0.955332,0.000000
118,4.446062,-1.067607,4.000000,4.446062,-1.067607,0.000000
119,4.433800,-1.178683,4.000000,4.433800,-1.178683,0.000000
120,4.420293,-1.288436,4.000000,4.420293,-1.288436,0.000000
121,4.405545,-1.396742,4.000000,4.405545,-1.396742,0.000000
122,4.389560,-1.503480,4.000000,4.389560,-1.503480,0.000000
123,4.372343,-1.608530,4.000000,4.372343,-1.608530,0.000000
124,4.353898,-1.711773,4.000000,4.353898,-1.711773,0.000000
125,4.334232,-1.813095,4.000000,4.334232,-1.813095,0.000000
126,4.313348,-1.912380,4.000000,4.313348,-1.912380,0.000000
127,4.291254,-2.009519,4.000000,4.291254,-2.009519,0.000000
128,4.267955,-2.104401,4.000000,4.267955,-2.104401,0.000000
129,4.243457,-2.196920,4.000000,4.243457,-2.196920,0.000000
130,4.217769,-2.286972,4.000000,4.217769,-2.286972,0.000000
131,4.190896,-2.374457,4.000000,4.190896,-2.374457,0.000000
132,4.162847,-2.459275,4.000000,4.162847,-2.459275,0.000000
133,4.133630,-2.541332,4.000000,4.133630,-2.541332,0.000000
134,4.103252,-2.620535,4.000000,4.103252,-2.620535,0.000000
135,4.071722,-2.696796,4.000000,4.071722,-2.696796,0.000000
136,4.039049,-2.770029,4.000000,4.039049,-2.770029,0.000000
137,4.005242,-2.840152,4.000000,4.005242,-2.840152,0.000000
138,3.970311,-2.907086,4.000000,3.970311,-2.907086,0.000000
139,3.934265,-2.970755,4.000000,3.934265,-2.970755,0.000000
140,3.897114,-3.031089,4.000000,3.897114,-3.031089,0.000000
141,3.858870,-3.088019,4.000000,3.858870,-3.088019,0.000000
142,3.819542,-3.141482,4.000000,3.819542,-3.141482,0.000000
143,3.779142,-3.191418,4.000000,3.779142,-3.191418,0.000000
144,3.737682,-3.237770,4.000000,3.737682,-3.237770,0.000000
145,3.695171,-3.280487,4.000000,3.695171,-3.280487,0.000000
146,3.651624,-3.319520,4.000000,3.651624,-3.319520,0.000000
147,3.607051,-3.354826,4.000000,3.607051,-3.354826,0.000000
148,3.561466,-3.386365,4.000000,3.561466,-3.386365,0.000000
149,3.514881,-3.414102,4.000000,3.514881,-3.414102,0.000000
150,3.467310,-3.438005,4.000000,3.467310,-3.438005,0.000000
151,3.418765,-3.458048,4.000000,3.418765,-3.458048,0.000000
152,3.369260,-3.474208,4.000000,3.369260,-3.474208,0.000000
153,3.318809,-3.486468,4.000000,3.318809,-3.486468,0.000000
154,3.267427,-3.494812,4.000000,3.267427,-3.494812,0.000000
155,3.215127,-3.499232,4.000000,3.215127,-3.499232,0.000000
156,3.161925,-3.499724,4.000000,3.161925,-3.499724,0.000000
157,3.107835,-3.496285,4.000000,3.107835,-3.496285,0.000000
158,3.052873,-3.488921,4.000000,3.052873,-3.488921,0.000000
159,2.997053,-3.477640,4.000000,2.997053,-3.477640,0.000000
160,2.940393,-3.462453,4.000000,2.940393,-3.462453,0.000000
161,2.882907,-3.443379,4.000000,2.882907,-3.443379,0.000000
162,2.824611,-3.420438,4.000000,2.824611,-3.420438,0.000000
163,2.765523,-3.393657,4.000000,2.765523,-3.393657,0.000000
164,2.705658,-3.363066,4.000000,2.705658,-3.363066,0.000000
165,2.645034,-3.328698,4.000000,2.645034,-3.328698,0.000000
166,2.583667,-3.290592,4.000000,2.583667,-3.290592,0.000000
167,2.521575,-3.248792,4.000000,2.521575,-3.248792,0.000000
168,2.458775,-3.203344,4.000000,2.458775,-3.203344,0.000000
169,2.395284,-3.154299,4.000000,2.395284,-3.154299,0.000000
170,2.331122,-3.101713,4.000000,2.331122,-3.101713,0.000000
171,2.266304,-3.045643,4.000000,2.266304,-3.045643,0.000000
172,2.200851,-2.986154,4.000000,2.200851,-2.986154,0.000000
173,2.134780,-2.923312,4.000000,2.134780,-2.923312,0.000000
174,2.068109,-2.857187,4.000000,2.068109,-2.857187,0.000000
175,2.000858,-2.787855,4.000000,2.000858,-2.787855,0.000000
176,1.933046,-2.715392,4.000000,1.933046,-2.715392,0.000000
177,1.864690,-2.639880,4.000000,1.864690,-2.639880,0.000000
178,1.795811,-2.561404,4.000000,1.795811,-2.561404,0.000000
179,1.726428,-2.480052,4.000000,1.726428,-2.480052,0.000000
180,1.656560,-2.395915,4.000000,1.656560,-2.395915,0.000000
181,1.586228,-2.309088,4.000000,1.586228,-2.309088,0.000000
182,1.515450,-2.219668,4.000000,1.515450,-2.219668,0.000000
183,1.444246,-2.127756,4.000000,1.444246,-2.127756,0.000000
184,1.372637,-2.033455,4.000000,1.372637,-2.033455,0.000000
185,1.300643,-1.936870,4.000000,1.300643,-1.936870,0.000000
186,1.228284,-1.838111,4.000000,1.228284,-1.838111,0.000000
187,1.155580,-1.737288,4.000000,1.155580,-1.737288,0.000000
188,1.082551,-1.634514,4.000000,1.082551,-1.634514,0.000000
189,1.009218,-1.529905,4.000000,1.009218,-1.529905,0.000000
190,0.935603,-1.423578,4.000000,0.935603,-1.423578,0.000000
191,0.861724,-1.315653,4.000000,0.861724,-1.315653,0.000000
192,0.787604,-1.206250,4.000000,0.787604,-1.206250,0.000000
193,0.713262,-1.095493,4.000000,0.713262,-1.095493,0.000000
194,0.638721,-0.983506,4.000000,0.638721,-0.983506,0.000000
195,0.564000,-0.870415,4.000000,0.564000,-0.870415,0.000000
196,0.489120,-0.756346,4.000000,0.489120,-0.756346,0.000000
197,0.414104,-0.641428,4.000000,0.414104,-0.641428,0.000000
198,0.338971,-0.525790,4.000000,0.338971,-0.525790,0.000000
199,0.263743,-0.409561,4.000000,0.263743,-0.409561,0.000000
200,0.188440,-0.292872,4.000000,0.188440,-0.292872,0.000000
201,0.113085,-0.175855,4.000000,0.113085,-0.175855,0.000000
202,0.037699,-0.058640,4.000000,0.037699,-0.058640,0.000000
203,-0.037699,0.058640,4.000000,-0.037699,0.058640,0.000000
204,-0.113085,0.175855,4.000000,-0.113085,0.175855,0.000000
205,-0.188440,0.292872,4.000000,-0.188440,0.292872,0.000000
206,-0.263743,0.409561,4.000000,-0.263743,0.409561,0.000000
207,-0.338971,0.525790,4.000000,-0.338971,0.525790,0.000000
208,-0.414104,0.641428,4.000000,-0.414104,0.641428,0.000000
209,-0.489120,0.756346,4.000000,-0.489120,0.756346,0.000000
210,-0.564000,0.870415,4.000000,-0.564000,0.870415,0.000000
211,-0.638721,0.983506,4.000000,-0.638721,0.983506,0.000000
212,-0.713262,1.095493,4.000000,-0.713262,1.095493,0.000000
213,-0.787604,1.206250,4.000000,-0.787604,1.206250,0.000000
214,-0.861724,1.315653,4.000000,-0.861724,1.315653,0.000000
215,-0.935603,1.423578,4.000000,-0.935603,1.423578,0.000000
216,-1.009218,1.529905,4.000000,-1.009218,1.529905,0.000000
217,-1.082551,1.634514,4.000000,-1.082551,1.634514,0.000000
218,-1.155580,1.737288,4.000000,-1.155580,1.737288,0.000000
219,-1.228284,1.838111,4.000000,-1.228284,1.838111,0.000000
220,-1.300643,1.936870,4.000000,-1.300643,1.936870,0.000000
221,-1.372637,2.033455,4.000000,-1.372637,2.033455,0.000000
222,-1.444246,2.127756,4.000000,-1.444246,2.127756,0.000000
223,-1.515450,2.219668,4.000000,-1.515450,2.219668,0.000000
224,-1.586228,2.309088,4.000000,-1.586228,2.309088,0.000000
225,-1.656560,2.395915,4.000000,-1.656560,2.395915,0.000000
226,-1.726428,2.480052,4.000000,-1.726428,2.480052,0.000000
227,-1.795811,2.561404,4.000000,-1.795811,2.561404,0.000000
228,-1.864690,2.639880,4.000000,-1.864690,2.639880,0.000000
229,-1.933046,2.715392,4.000000,-1.933046,2.715392,0.000000
230,-2.000858,2.787855,4.000000,-2.000858,2.787855,0.000000
231,-2.068109,2.857187,4.000000,-2.068109,2.857187,0.000000
232,-2.134780,2.923312,4.000000,-2.134780,2.923312,0.000000
233,-2.200851,2.986154,4.000000,-2.200851,2.986154,0.000000
234,-2.266304,3.045643,4.000000,-2.266304,3.045643,0.000000
235,-2.331122,3.101713,4.000000,-2.331122,3.101713,0.000000
236,-2.395284,3.154299,4.000000,-2.395284,3.154299,0.000000
237,-2.458775,3.203344,4.000000,-2.458775,3.203344,0.000000
238,-2.521575,3.248792,4.000000,-2.521575,3.248792,0.000000
239,-2.583667,3.290592,4.000000,-2.583667,3.290592,0.000000
240,-2.645034,3.328698,4.000000,-2.645034,3.328698,0.000000
241,-2.705658,3.363066,4.000000,-2.705658,3.363066,0.000000
242,-2.765523,3.393657,4.000000,-2.765523,3.393657,0.000000
243,-2.824611,3.420438,4.000000,-2.824611,3.420438,0.000000
244,-2.882907,3.443379,4.000000,-2.882907,3.443379,0.000000
245,-2.940393,3.462453,4.000000,-2.940393,3.462453,0.000000
246,-2.997053,3.477640,4.000000,-2.997053,3.477640,0.000000
247,-3.052873,3.488921,4.000000,-3.052873,3.488921,0.000000
248,-3.107835,3.496285,4.000000,-3.107835,3.496285,0.000000
249,-3.161925,3.499724,4.000000,-3.161925,3.499724,0.000000
250,-3.215127,3.499232,4.000000,-3.215127,3.499232,0.000000
251,-3.267427,3.494812,4.000000,-3.267427,3.494812,0.000000
252,-3.318809,3.486468,4.000000,-3.318809,3.486468,0.000000
253,-3.369260,3.474208,4.000000,-3.369260,3.474208,0.000000
254,-3.418765,3.458048,4.000000,-3.418765,3.458048,0.000000
255,-3.467310,3.438005,4.000000,-3.467310,3.438005,0.000000
256,-3.514881,3.414102,4.000000,-3.514881,3.414102,0.000000
257,-3.561466,3.386365,4.000000,-3.561466,3.386365,0.000000
258,-3.607051,3.354826,4.000000,-3.607051,3.354826,0.000000
259,-3.651624,3.319520,4.000000,-3.651624,3.319520,0.000000
260,-3.695171,3.280487,4.000000,-3.695171,3.280487,0.000000
261,-3.737682,3.237770,4.000000,-3.737682,3.237770,0.000000
262,-3.779142,3.191418,4.000000,-3.779142,3.191418,0.000000
263,-3.819542,3.141482,4.000000,-3.819542,3.141482,0.000000
264,-3.858870,3.088019,4.000000,-3.858870,3.088019,0.000000
265,-3.897114,3.031089,4.000000,-3.897114,3.031089,0.000000
266,-3.934265,2.970755,4.000000,-3.934265,2.970755,0.000000
267,-3.970311,2.907086,4.000000,-3.970311,2.907086,0.000000
268,-4.005242,2.840152,4.000000,-4.005242,2.840152,0.000000
269,-4.039049,2.770029,4.000000,-4.039049,2.770029,0.000000
270,-4.071722,2.696796,4.000000,-4.071722,2.696796,0.000000
271,-4.103252,2.620535,4.000000,-4.103252,2.620535,0.000000
272,-4.133630,2.541332,4.000000,-4.133630,2.541332,0.000000
273,-4.162847,2.459275,4.000000,-4.162847,2.459275,0.000000
274,-4.190896,2.374457,4.000000,-4.190896,2.374457,0.000000
275,-4.217769,2.286972,4.000000,-4.217769,2.286972,0.000000
276,-4.243457,2.196920,4.000000,-4.243457,2.196920,0.000000
277,-4.267955,2.104401,4.000000,-4.267955,2.104401,0.000000
278,-4.291254,2.009519,4.000000,-4.291254,2.009519,0.000000
279,-4.313348,1.912380,4.000000,-4.313348,1.912380,0.000000
280,-4.334232,1.813095,4.000000,-4.334232,1.813095,0.000000
281,-4.353898,1.711773,4.000000,-4.353898,1.711773,0.000000
282,-4.372343,1.608530,4.000000,-4.372343,1.608530,0.000000
283,-4.389560,1.503480,4.000000,-4.389560,1.503480,0.000000
284,-4.405545,1.396742,4.000000,-4.405545,1.396742,0.000000
285,-4.420293,1.288436,4.000000,-4.420293,1.288436,0.000000
286,-4.433800,1.178683,4.000000,-4.433800,1.178683,0.000000
287,-4.446062,1.067607,4.000000,-4.446062,1.067607,0.000000
288,-4.457076,0.955332,4.000000,-4.457076,0.955332,0.000000
289,-4.466839,0.841984,4.000000,-4.466839,0.841984,0.000000
290,-4.475349,0.727691,4.000000,-4.475349,0.727691,0.000000
291,-4.482601,0.612581,4.000000,-4.482601,0.612581,0.000000
292,-4.488596,0.496783,4.000000,-4.488596,0.496783,0.000000
293,-4.493330,0.380427,4.000000,-4.493330,0.380427,0.000000
294,-4.496803,0.263644,4.000000,-4.496803,0.263644,0.000000
295,-4.499013,0.146565,4.000000,-4.499013,0.146565,0.000000
296,-4.499961,0.029321,4.000000,-4.499961,0.029321,0.000000
297,-4.499645,-0.087955,4.000000,-4.499645,-0.087955,0.000000
298,-4.498066,-0.205133,4.000000,-4.498066,-0.205133,0.000000
299,-4.495224,-0.322081,4.000000,-4.495224,-0.322081,0.000000
300,-4.491120,-0.438666,4.000000,-4.491120,-0.438666,0.000000
301,-4.485756,-0.554760,4.000000,-4.485756,-0.554760,0.000000
302,-4.479132,-0.670230,4.000000,-4.479132,-0.670230,0.000000
303,-4.471251,-0.784948,4.000000,-4.471251,-0.784948,0.000000
304,-4.462115,-0.898784,4.000000,-4.462115,-0.898784,0.000000
305,-4.451725,-1.011611,4.000000,-4.451725,-1.011611,0.000000
306,-4.440087,-1.123303,4.000000,-4.440087,-1.123303,0.000000
307,-4.427202,-1.233733,4.000000,-4.427202,-1.233733,0.000000
308,-4.413073,-1.342777,4.000000,-4.413073,-1.342777,0.000000
309,-4.397707,-1.450315,4.000000,-4.397707,-1.450315,0.000000
310,-4.381105,-1.556223,4.000000,-4.381105,-1.556223,0.000000
311,-4.363274,-1.660384,4.000000,-4.363274,-1.660384,0.000000
312,-4.344217,-1.762681,4.000000,-4.344217,-1.762681,0.000000
313,-4.323942,-1.862999,4.000000,-4.323942,-1.862999,0.000000
314,-4.302452,-1.961225,4.000000,-4.302452,-1.961225,0.000000
315,-4.279754,-2.057248,4.000000,-4.279754,-2.057248,0.000000
316,-4.255855,-2.150962,4.000000,-4.255855,-2.150962,0.000000
317,-4.230762,-2.242261,4.000000,-4.230762,-2.242261,0.000000
318,-4.204480,-2.331042,4.000000,-4.204480,-2.331042,0.000000
319,-4.177019,-2.417205,4.000000,-4.177019,-2.417205,0.000000
320,-4.148384,-2.500654,4.000000,-4.148384,-2.500654,0.000000
321,-4.118585,-2.581296,4.000000,-4.118585,-2.581296,0.000000
322,-4.087630,-2.659039,4.000000,-4.087630,-2.659039,0.000000
323,-4.055528,-2.733797,4.000000,-4.055528,-2.733797,0.000000
324,-4.022286,-2.805484,4.000000,-4.022286,-2.805484,0.000000
325,-3.987916,-2.874022,4.000000,-3.987916,-2.874022,0.000000
326,-3.952426,-2.939333,4.000000,-3.952426,-2.939333,0.000000
327,-3.915827,-3.001343,4.000000,-3.915827,-3.001343,0.000000
328,-3.878128,-3.059984,4.000000,-3.878128,-3.059984,0.000000
329,-3.839341,-3.115188,4.000000,-3.839341,-3.115188,0.000000
330,-3.799476,-3.166895,4.000000,-3.799476,-3.166895,0.000000
331,-3.758544,-3.215045,4.000000,-3.758544,-3.215045,0.000000
332,-3.716557,-3.259586,4.000000,-3.716557,-3.259586,0.000000
333,-3.673527,-3.300467,4.000000,-3.673527,-3.300467,0.000000
334,-3.629465,-3.337642,4.000000,-3.629465,-3.337642,0.000000
335,-3.584385,-3.371069,4.000000,-3.584385,-3.371069,0.000000
336,-3.538298,-3.400711,4.000000,-3.538298,-3.400711,0.000000
337,-3.491218,-3.426535,4.000000,-3.491218,-3.426535,0.000000
338,-3.443158,-3.448511,4.000000,-3.443158,-3.448511,0.000000
339,-3.394131,-3.466615,4.000000,-3.394131,-3.466615,0.000000
340,-3.344152,-3.480827,4.000000,-3.344152,-3.480827,0.000000
341,-3.293233,-3.491130,4.000000,-3.293233,-3.491130,0.000000
342,-3.241391,-3.497513,4.000000,-3.241391,-3.497513,0.000000
343,-3.188638,-3.499969,4.000000,-3.188638,-3.499969,0.000000
344,-3.134990,-3.498496,4.000000,-3.134990,-3.498496,0.000000
345,-3.080462,-3.493094,4.000000,-3.080462,-3.493094,0.000000
346,-3.025069,-3.483769,4.000000,-3.025069,-3.483769,0.000000
347,-2.968827,-3.470534,4.000000,-2.968827,-3.470534,0.000000
348,-2.911752,-3.453401,4.000000,-2.911752,-3.453401,0.000000
349,-2.853859,-3.432390,4.000000,-2.853859,-3.432390,0.000000
350,-2.795165,-3.407526,4.000000,-2.795165,-3.407526,0.000000
351,-2.735686,-3.378836,4.000000,-2.735686,-3.378836,0.000000
352,-2.675440,-3.346351,4.000000,-2.675440,-3.346351,0.000000
353,-2.614442,-3.310110,4.000000,-2.614442,-3.310110,0.000000
354,-2.552710,-3.270151,4.000000,-2.552710,-3.270151,0.000000
355,-2.490262,-3.226521,4.000000,-2.490262,-3.226521,0.000000
356,-2.427115,-3.179268,4.000000,-2.427115,-3.179268,0.000000
357,-2.363286,-3.128445,4.000000,-2.363286,-3.128445,0.000000
358,-2.298794,-3.074109,4.000000,-2.298794,-3.074109,0.000000
359,-2.233656,-3.016322,4.000000,-2.233656,-3.016322,0.000000
360,-2.167892,-2.955148,4.000000,-2.167892,-2.955148,0.000000
361,-2.101518,-2.890655,4.000000,-2.101518,-2.890655,0.000000
362,-2.034555,-2.822917,4.000000,-2.034555,-2.822917,0.000000
363,-1.967021,-2.752010,4.000000,-1.967021,-2.752010,0.000000
364,-1.898934,-2.678012,4.000000,-1.898934,-2.678012,0.000000
365,-1.830315,-2.601007,4.000000,-1.830315,-2.601007,0.000000
366,-1.761182,-2.521082,4.000000,-1.761182,-2.521082,0.000000
367,-1.691554,-2.438326,4.000000,-1.691554,-2.438326,0.000000
368,-1.621451,-2.352832,4.000000,-1.621451,-2.352832,0.000000
369,-1.550893,-2.264696,4.000000,-1.550893,-2.264696,0.000000
370,-1.479900,-2.174017,4.000000,-1.479900,-2.174017,0.000000
371,-1.408491,-2.080898,4.000000,-1.408491,-2.080898,0.000000
372,-1.336687,-1.985441,4.000000,-1.336687,-1.985441,0.000000
373,-1.264508,-1.887756,4.000000,-1.264508,-1.887756,0.000000
374,-1.191973,-1.787951,4.000000,-1.191973,-1.787951,0.000000
375,-1.119104,-1.686138,4.000000,-1.119104,-1.686138,0.000000
376,-1.045921,-1.582432,4.000000,-1.045921,-1.582432,0.000000
377,-0.972445,-1.476949,4.000000,-0.972445,-1.476949,0.000000
378,-0.898695,-1.369808,4.000000,-0.898695,-1.369808,0.000000
379,-0.824693,-1.261129,4.000000,-0.824693,-1.261129,0.000000
380,-0.750459,-1.151033,4.000000,-0.750459,-1.151033,0.000000
381,-0.676015,-1.039646,4.000000,-0.676015,-1.039646,0.000000
382,-0.601381,-0.927090,4.000000,-0.601381,-0.927090,0.000000
383,-0.526578,-0.813494,4.000000,-0.526578,-0.813494,0.000000
384,-0.451628,-0.698985,4.000000,-0.451628,-0.698985,0.000000
385,-0.376550,-0.583691,4.000000,-0.376550,-0.583691,0.000000
386,-0.301367,-0.467741,4.000000,-0.301367,-0.467741,0.000000
387,-0.226099,-0.351266,4.000000,-0.226099,-0.351266,0.000000
388,-0.150768,-0.234397,4.000000,-0.150768,-0.234397,0.000000
389,-0.075395,-0.117264,4.000000,-0.075395,-0.117264,0.000000
390,-0.000000,-0.000000,4.000000,-0.000000,-0.000000,0.000000
391,0.075395,0.117264,4.000000,0.075395,0.117264,0.000000
392,0.150768,0.234397,4.000000,0.150768,0.234397,0.000000
393,0.226099,0.351266,4.000000,0.226099,0.351266,0.000000
394,0.301367,0.467741,4.000000,0.301367,0.467741,0.000000
395,0.376550,0.583691,4.000000,0.376550,0.583691,0.000000
396,0.451628,0.698985,4.000000,0.451628,0.698985,0.000000
397,0.526578,0.813494,4.000000,0.526578,0.813494,0.000000
398,0.601381,0.927090,4.000000,0.601381,0.927090,0.000000
399,0.676015,1.039646,4.000000,0.676015,1.039646,0.000000
400,0.750459,1.151033,4.000000,0.750459,1.151033,0.000000
401,0.824693,1.261129,4.000000,0.824693,1.261129,0.000000
402,0.898695,1.369808,4.000000,0.898695,1.369808,0.000000
403,0.972445,1.476949,4.000000,0.972445,1.476949,0.000000
404,1.045921,1.582432,4.000000,1.045921,1.582432,0.000000
405,1.119104,1.686138,4.000000,1.119104,1.686138,0.000000
406,1.191973,1.787951,4.000000,1.191973,1.787951,0.000000
407,1.264508,1.887756,4.000000,1.264508,1.887756,0.000000
408,1.336687,1.985441,4.000000,1.336687,1.985441,0.000000
409,1.408491,2.080898,4.000000,1.408491,2.080898,0.000000
410,1.479900,2.174017,4.000000,1.479900,2.174017,0.000000
411,1.550893,2.264696,4.000000,1.550893,2.264696,0.000000
