frame,x,y,z,qx,qy,qz,qw
172,-0.003610236570239067,-0.00877988338470459,0.9999035000801086,-19.77581214904785,-24.60881233215332,-22.183320999145508,0.010145306587219238
173,-0.003537788288667798,-0.008895492181181908,0.9999029636383057,-19.890098571777344,-24.752458572387695,-22.323261260986328,0.010120471939444542
174,-0.003475690260529518,-0.008938562124967575,0.9999034404754639,-20.00453758239746,-24.89607810974121,-22.46318817138672,0.010063647292554379
175,-0.0034199808724224567,-0.008995827287435532,0.9999034404754639,-20.118860244750977,-25.039627075195312,-22.60329246520996,0.010026656091213226
176,-0.003348291153088212,-0.009152352809906006,0.9999023675918579,-20.233112335205078,-25.183034896850586,-22.743593215942383,0.01001887209713459
177,-0.0032743026968091726,-0.009327149949967861,0.9999009966850281,-20.347042083740234,-25.326292037963867,-22.884788513183594,0.010013115592300892
178,-0.003217938356101513,-0.009390542283654213,0.9999009370803833,-20.460474014282227,-25.469425201416016,-23.026769638061523,0.009979705326259136
179,-0.003170309355482459,-0.009378853254020214,0.9999021291732788,-20.57358741760254,-25.61249351501465,-23.169361114501953,0.00989396683871746
180,-0.003134526079520583,-0.009278099983930588,0.9999041557312012,-20.686735153198242,-25.755510330200195,-23.311969757080078,0.009788496419787407
181,-0.0030928251799196005,-0.009209910407662392,0.9999057054519653,-20.79989242553711,-25.898521423339844,-23.454513549804688,0.00971049815416336
182,-0.0030641464982181787,-0.009115912020206451,0.9999075531959534,-20.913110733032227,-26.041400909423828,-23.597448348999023,0.009616445749998093
183,-0.00301091349683702,-0.00912659615278244,0.9999078512191772,-21.026203155517578,-26.18431854248047,-23.74034881591797,0.009591668844223022
184,-0.0029795700684189796,-0.009078511968255043,0.9999086260795593,-21.13923454284668,-26.327238082885742,-23.883386611938477,0.009562958963215351
185,-0.002935513388365507,-0.008999277837574482,0.9999098777770996,-21.25229835510254,-26.470232009887695,-24.026369094848633,0.009521332569420338
186,-0.0028828235808759928,-0.008977320045232773,0.999910295009613,-21.365646362304688,-26.613204956054688,-24.168981552124023,0.009515166282653809
187,-0.002840216737240553,-0.008926978334784508,0.9999104142189026,-21.479211807250977,-26.7561092376709,-24.311630249023438,0.009564165957272053
188,-0.002803019480779767,-0.00881892815232277,0.9999116063117981,-21.5928897857666,-26.899059295654297,-24.45413589477539,0.009550478309392929
189,-0.002761200536042452,-0.008747986517846584,0.999912440776825,-21.706491470336914,-27.042028427124023,-24.596725463867188,0.009543136693537235
190,-0.0027052199002355337,-0.008790210820734501,0.9999116659164429,-21.820161819458008,-27.185022354125977,-24.739028930664062,0.009600602090358734
191,-0.0026799484621733427,-0.008754809387028217,0.9999119639396667,-21.933727264404297,-27.328027725219727,-24.881574630737305,0.009604590944945812
192,-0.0026388796977698803,-0.008737189695239067,0.9999122023582458,-22.047208786010742,-27.47098159790039,-25.024293899536133,0.009609735570847988
193,-0.002602101769298315,-0.00875038094818592,0.9999118447303772,-22.16061782836914,-27.613868713378906,-25.16716766357422,0.009643998928368092
194,-0.0025566464755684137,-0.008721611462533474,0.9999122023582458,-22.274015426635742,-27.756662368774414,-25.310138702392578,0.009644544683396816
195,-0.0025031440891325474,-0.00865660235285759,0.9999136328697205,-22.38732147216797,-27.89950180053711,-25.453176498413086,0.009568309411406517
196,-0.002445343416184187,-0.00864547211676836,0.9999138712882996,-22.50063133239746,-28.04221534729004,-25.5968017578125,0.009576364420354366
197,-0.0024366555735468864,-0.008515392430126667,0.9999145865440369,-22.61392593383789,-28.1846923828125,-25.741384506225586,0.009614088572561741
198,-0.0024050334468483925,-0.008457688614726067,0.9999141693115234,-22.72713851928711,-28.32673454284668,-25.887022018432617,0.00971303228288889
199,-0.00240941159427166,-0.008167129941284657,0.9999163746833801,-22.8403263092041,-28.46864891052246,-26.03329086303711,0.009737885557115078
200,-0.0023979179095476866,-0.007630642969161272,0.9999207854270935,-22.95357894897461,-28.610309600830078,-26.179912567138672,0.009718945249915123
201,-0.0024280922953039408,-0.006933858618140221,0.9999254941940308,-23.066808700561523,-28.75156593322754,-26.327722549438477,0.009749705903232098
