frame,x,y
225,1.799496,-1.616807
226,1.859564,-2.521799
227,1.854625,-2.307786
228,1.903299,-3.014953
229,1.904831,-3.021699
230,1.908023,-2.998929
231,1.925109,-2.192590
232,1.926549,-2.235803
233,1.958859,-2.285353
234,1.957602,-2.192715
235,1.958453,-2.171135
236,1.965962,-1.627156
237,1.966867,-1.634099
238,1.967231,-1.608876
239,1.977214,-1.785843
240,1.976789,-1.760254
241,2.002913,-1.971887
242,2.002676,-1.964945
243,2.002769,-1.973511
244,2.010852,-1.254331
245,2.013195,-1.366409
246,2.015520,-1.297609
247,2.015385,-1.296253
248,2.019568,-1.250475
249,2.019526,-1.247895
250,2.020945,-0.877738
251,2.021763,-0.891442
252,2.022416,-0.902632
253,2.013431,-0.854540
254,2.013664,-0.853272
255,2.013764,-0.852512
256,2.005108,-0.706351
257,2.004748,-0.690322
258,1.982007,0.023128
259,1.983037,-0.006493
260,1.983199,-0.003450
261,1.981978,-0.320698
262,1.982123,-0.321383
263,1.967375,0.080939
264,1.967021,0.087236
265,1.966507,0.096233
266,1.943476,0.383434
267,1.942904,0.395327
268,1.926355,0.376268
269,1.926927,0.365898
270,1.927404,0.359183
271,1.904315,0.806906
272,1.904173,0.809443
273,1.882195,1.007391
274,1.882158,1.011067
275,1.857893,1.147285
276,1.857391,1.151402
277,1.856979,1.155142
278,1.834123,1.284592
279,1.834137,1.281742
280,1.814103,1.447275
281,1.813810,1.452152
282,1.813726,1.450315
283,1.797465,1.425828
284,1.797047,1.421664
285,1.778867,1.457141
286,1.779119,1.485659
287,1.778690,1.519212
288,1.750367,1.731354
289,1.750261,1.733629
290,1.729304,1.910365
291,1.728672,1.922434
292,1.701529,2.231676
293,1.700915,2.245599
294,1.676156,2.477824
295,1.675867,2.466983
296,1.675101,2.417267
297,1.650626,2.618842
298,1.652414,2.648679
299,1.652470,2.650437
