frame,x,y,z,qx,qy,qz,qw
0,0.00023014818725641817,5.102731302031316e-05,1.0,-6.037384446244687e-05,-2.883074921555817e-05,-3.5700736589205917e-06,-0.00024588152882643044
1,0.0001654500374570489,0.00012339775275904685,1.0,3.0773460366617655e-06,-3.7229349345579976e-06,1.0303036106051877e-05,-0.00010365811613155529
2,0.00016866014630068094,0.00013142194075044245,1.0,-4.704696038970724e-06,-1.2718870493699796e-05,1.20876893561217e-06,-0.00013218942331150174
3,0.00021673105948138982,0.0001305828191107139,1.0,-1.398481890646508e-05,-1.7634582036407664e-05,9.768179552338552e-06,-0.00013926585961598903
4,0.00024744687834754586,0.00012699674698524177,1.0,-0.0001576140202814713,-7.68142199376598e-05,-0.00019097673066426069,-0.0001407750096404925
5,0.0002324772358406335,0.0003146530070807785,0.9999999403953552,-0.0015243107918649912,-0.0009921168675646186,-0.0025731895584613085,7.726250623818487e-05
6,0.0004026631359010935,0.00015056140546221286,0.9999998807907104,-0.12381003051996231,0.05770479887723923,-0.14902913570404053,0.000311571842757985
7,0.0004165085556451231,0.0001446274691261351,0.9999998807907104,-0.1332574039697647,0.06353967636823654,-0.16546857357025146,0.00034127759863622487
8,0.0004638480895664543,8.916454680729657e-05,0.9999998211860657,-0.16186897456645966,0.07192077487707138,-0.20600521564483643,0.0003816618991550058
9,0.0005081312847323716,2.4642791686346754e-05,0.9999998211860657,-0.18537254631519318,0.07951908558607101,-0.24227680265903473,0.00040909581002779305
10,0.0005416615167632699,-3.6459539842326194e-05,0.9999998211860657,-0.20402762293815613,0.087160624563694,-0.2693006992340088,0.00043296036892570555
11,0.0005829373258166015,-0.00011437516513979062,0.9999997615814209,-0.22812779247760773,0.09547633677721024,-0.3023015260696411,0.00046128302346915007
12,0.0006201824871823192,-0.00019967775733675808,0.9999996423721313,-0.25527116656303406,0.10530617088079453,-0.34010758996009827,0.000505985866766423
13,0.0006587677635252476,-0.0002936753735411912,0.9999996423721313,-0.2856740355491638,0.1194835677742958,-0.3799310326576233,0.0005504876608029008
14,0.0006992050330154598,-0.0003984835639130324,0.9999995231628418,-0.3197152614593506,0.13353824615478516,-0.4293040931224823,0.000595971243456006
15,0.000738796079531312,-0.0005074231885373592,0.999999463558197,-0.3588738739490509,0.14966560900211334,-0.4850848615169525,0.000645402236841619
16,0.0007801227038726211,-0.0006149980472400784,0.9999992847442627,-0.39954662322998047,0.16629129648208618,-0.5423021912574768,0.0007023135549388826
17,0.0008298094035126269,-0.0007215609075501561,0.9999991655349731,-0.4399837255477905,0.18451917171478271,-0.5988948345184326,0.0007613662164658308
18,0.0008779076160863042,-0.00082542491145432,0.9999989867210388,-0.47780749201774597,0.2045624554157257,-0.6533530950546265,0.0008174058748409152
19,0.0009291672031395137,-0.0009466963820159435,0.9999987483024597,-0.5154603123664856,0.22219984233379364,-0.707054078578949,0.0008663003100082278
20,0.0009885485051199794,-0.001065792515873909,0.9999985098838806,-0.5554785132408142,0.2403828650712967,-0.7617592215538025,0.0009210296557284892
21,0.0010496150935068727,-0.001188655849546194,0.9999982714653015,-0.5985771417617798,0.25772222876548767,-0.8197978734970093,0.0009723550756461918
22,0.0011057945666834712,-0.0013045631349086761,0.9999980330467224,-0.6452130079269409,0.2749040126800537,-0.883970320224762,0.0010265323799103498
23,0.0011498889653012156,-0.001400304608978331,0.9999977946281433,-0.6858399510383606,0.2912415862083435,-0.948850691318512,0.0010800918098539114
24,0.0011960186529904604,-0.0014670699601992965,0.9999975562095642,-0.7269101738929749,0.3078441321849823,-1.0146490335464478,0.0011371343862265348
25,0.0012298214714974165,-0.001520263496786356,0.9999973773956299,-0.7641462683677673,0.3216058313846588,-1.0776047706604004,0.0011878928635269403
26,0.0012696366757154465,-0.0015499306609854102,0.9999973177909851,-0.8044347763061523,0.3309584856033325,-1.1415667533874512,0.0012294546468183398
27,0.0012938075233250856,-0.001572751090861857,0.9999971389770508,-0.8434731960296631,0.33126384019851685,-1.216111660003662,0.0012674793833866715
28,0.0013078277697786689,-0.0016133834142237902,0.9999969601631165,-0.8814941644668579,0.3311654329299927,-1.2934919595718384,0.0013331844238564372
29,0.0012997445883229375,-0.001664413488470018,0.9999969005584717,-0.9176090955734253,0.3298477232456207,-1.3706990480422974,0.001393941231071949
30,0.001282843411900103,-0.0016967066330835223,0.9999967217445374,-0.9478833079338074,0.34429416060447693,-1.4404972791671753,0.001482742722146213
31,0.001280884025618434,-0.001732792821712792,0.9999964833259583,-0.9787804484367371,0.36252525448799133,-1.5028808116912842,0.001561452983878553
32,0.0012872751103714108,-0.001761976396664977,0.9999963641166687,-1.0103610754013062,0.36608633399009705,-1.5652292966842651,0.0015982624609023333
33,0.0013170193415135145,-0.0018061305163428187,0.9999962449073792,-1.0454176664352417,0.3677673041820526,-1.626050591468811,0.0016080026980489492
34,0.0013461557682603598,-0.0018813054775819182,0.9999961256980896,-1.0858510732650757,0.35594192147254944,-1.700027585029602,0.0015985470963642001
35,0.0013646662700921297,-0.0019353028619661927,0.9999959468841553,-1.1264431476593018,0.3373492658138275,-1.775420904159546,0.0016011823900043964
36,0.0014204985927790403,-0.0019837773870676756,0.9999958276748657,-1.175809621810913,0.30987057089805603,-1.8466417789459229,0.0015681099612265825
37,0.0014679369051009417,-0.0020160379353910685,0.9999957084655762,-1.2302429676055908,0.2686135172843933,-1.933791995048523,0.0015367090236395597
38,0.0014730964321643114,-0.0020511511247605085,0.9999956488609314,-1.2783255577087402,0.2123306840658188,-2.046379566192627,0.0015381815610453486
39,0.0014343608636409044,-0.0020168868359178305,0.9999958276748657,-1.3206286430358887,0.15382744371891022,-2.173112630844116,0.001534995622932911
40,0.001309324987232685,-0.0019100757781416178,0.9999962449073792,-1.3243513107299805,0.10784929990768433,-2.315572500228882,0.0015150874387472868
41,0.0011329103726893663,-0.001566100399941206,0.9999971985816956,-1.290271520614624,-0.029571762308478355,-2.5370917320251465,0.0013928383123129606
42,0.0010157888755202293,-0.0013903242070227861,0.9999976754188538,-1.2755149602890015,-0.1392751783132553,-2.7327914237976074,0.0013463976792991161
43,0.0009257665951736271,-0.001251894049346447,0.9999979138374329,-1.27476167678833,-0.1948252022266388,-2.8832931518554688,0.0013192921178415418
44,0.0008699563913978636,-0.0011735813459381461,0.9999980926513672,-1.2846726179122925,-0.22927643358707428,-3.0093562602996826,0.001311357831582427
45,0.0008369385614059865,-0.0011083543067798018,0.9999982118606567,-1.2982474565505981,-0.25489482283592224,-3.1248035430908203,0.0013240728294476867
46,0.0007787502836436033,-0.0010271600913256407,0.9999982714653015,-1.310463309288025,-0.2796876132488251,-3.237046957015991,0.0013389255618676543
47,0.0006864106981083751,-0.0009966680081561208,0.9999983310699463,-1.3170053958892822,-0.291439026594162,-3.351517915725708,0.0013791971141472459
48,0.0005084174335934222,-0.0010714918607845902,0.9999982714653015,-1.3087126016616821,-0.2843700051307678,-3.4776711463928223,0.0014585974859073758
49,0.0004533675964921713,-0.0011465160641819239,0.9999982118606567,-1.3021804094314575,-0.292818546295166,-3.609144449234009,0.0014470889000222087
50,0.000469876074930653,-0.0012158096069470048,0.9999982118606567,-1.3137041330337524,-0.3078401982784271,-3.7229058742523193,0.0013852255651727319
51,0.00043662943062372506,-0.001204915577545762,0.9999982714653015,-1.3231779336929321,-0.32519498467445374,-3.8410181999206543,0.001347111421637237
52,0.0004061515792272985,-0.0012441822327673435,0.9999982714653015,-1.3346168994903564,-0.33093488216400146,-3.9512810707092285,0.0013509256532415748
53,0.0003417643310967833,-0.0012927252100780606,0.9999982118606567,-1.3315191268920898,-0.3297092020511627,-4.0742573738098145,0.0013363678008317947
54,0.00029426312539726496,-0.0013369208900257945,0.9999982118606567,-1.3303146362304688,-0.3315775394439697,-4.192972660064697,0.001306981430388987
55,0.0002542107249610126,-0.001340356539003551,0.9999982118606567,-1.3423126935958862,-0.3414183259010315,-4.302190780639648,0.0013016746379435062
56,0.00024103083705995232,-0.0013143811374902725,0.9999983310699463,-1.3640477657318115,-0.3635029196739197,-4.399918556213379,0.0012682437663897872
57,0.00021838460816070437,-0.001268625957891345,0.9999984502792358,-1.3807862997055054,-0.3861560821533203,-4.495754718780518,0.0012362380512058735
58,0.00020847140694968402,-0.0011933076893910766,0.9999985694885254,-1.3877801895141602,-0.40433818101882935,-4.595463275909424,0.0012074338737875223
59,0.00020124891307204962,-0.00115822849329561,0.9999986290931702,-1.3937618732452393,-0.4194470942020416,-4.698949813842773,0.0011873770272359252
60,0.00016360977315343916,-0.0011023922124877572,0.9999987483024597,-1.399106740951538,-0.44187131524086,-4.81100606918335,0.0011689071543514729
61,0.00011464957060525194,-0.0010493025183677673,0.9999988079071045,-1.4025880098342896,-0.4653448462486267,-4.927221298217773,0.0011539049446582794
