frame,health,est_x,est_y,est_z,ref_x,ref_y,ref_z
409,0,3.514881,-3.414102,0.0,1.408491,2.080898,0.0
410,0,3.514881,-3.414102,0.0,1.4799,2.174017,0.0
411,0,3.514881,-3.414102,0.0,1.550893,2.264696,0.0
412,0,3.514881,-3.414102,0.0,1.621451,2.352832,0.0
413,0,3.514881,-3.414102,0.0,1.691554,2.438326,0.0
414,0,3.514881,-3.414102,0.0,1.761182,2.521082,0.0
415,0,3.514881,-3.414102,0.0,1.830315,2.601007,0.0
416,0,3.514881,-3.414102,0.0,1.898934,2.678012,0.0
417,0,3.514881,-3.414102,0.0,1.967021,2.75201,0.0
418,0,3.514881,-3.414102,0.0,2.034555,2.822917,0.0
419,0,3.514881,-3.414102,0.0,2.101518,2.890655,0.0
420,0,3.514881,-3.414102,0.0,2.167892,2.955148,0.0
421,0,3.514881,-3.414102,0.0,2.233656,3.016322,0.0
422,0,3.514881,-3.414102,0.0,2.298794,3.074109,0.0
423,0,3.514881,-3.414102,0.0,2.363286,3.128445,0.0
424,0,3.514881,-3.414102,0.0,2.427115,3.179268,0.0
425,0,3.514881,-3.414102,0.0,2.490262,3.226521,0.0
426,0,3.514881,-3.414102,0.0,2.55271,3.270151,0.0
427,0,3.514881,-3.414102,0.0,2.614442,3.31011,0.0
428,0,3.514881,-3.414102,0.0,2.67544,3.346351,0.0
429,0,3.514881,-3.414102,0.0,2.735686,3.378836,0.0
430,0,3.514881,-3.414102,0.0,2.795165,3.407526,0.0
431,0,3.514881,-3.414102,0.0,2.853859,3.43239,0.0
432,0,3.514881,-3.414102,0.0,2.911752,3.453401,0.0
433,0,3.514881,-3.414102,0.0,2.968827,3.470534,0.0
434,0,3.514881,-3.414102,0.0,3.025069,3.483769,0.0
435,0,3.514881,-3.414102,0.0,3.080462,3.493094,0.0
436,0,3.514881,-3.414102,0.0,3.13499,3.498496,0.0
437,0,3.514881,-3.414102,0.0,3.188638,3.499969,0.0
438,0,3.514881,-3.414102,0.0,3.241391,3.497513,0.0
439,0,3.514881,-3.414102,0.0,3.293233,3.49113,0.0
440,0,3.514881,-3.414102,0.0,3.344152,3.480827,0.0
441,0,3.514881,-3.414102,0.0,3.394131,3.466615,0.0
442,0,3.514881,-3.414102,0.0,3.443158,3.448511,0.0
443,0,3.514881,-3.414102,0.0,3.491218,3.426535,0.0
444,0,3.514881,-3.414102,0.0,3.538298,3.400711,0.0
445,0,3.514881,-3.414102,0.0,3.584385,3.371069,0.0
446,0,3.514881,-3.414102,0.0,3.629465,3.337642,0.0
447,0,3.514881,-3.414102,0.0,3.673527,3.300467,0.0
448,0,3.514881,-3.414102,0.0,3.716557,3.259586,0.0
449,0,3.514881,-3.414102,0.0,3.758544,3.215045,0.0
450,0,3.514881,-3.414102,0.0,3.799476,3.166895,0.0
451,0,3.514881,-3.414102,0.0,3.839341,3.115188,0.0
452,0,3.514881,-3.414102,0.0,3.878128,3.059984,0.0
453,0,3.514881,-3.414102,0.0,3.915827,3.001343,0.0
454,0,3.514881,-3.414102,0.0,3.952426,2.939333,0.0
455,0,3.514881,-3.414102,0.0,3.987916,2.874022,0.0
456,0,3.514881,-3.414102,0.0,4.022286,2.805484,0.0
457,0,3.514881,-3.414102,0.0,4.055528,2.733797,0.0
458,0,3.514881,-3.414102,0.0,4.08763,2.659039,0.0
459,0,3.514881,-3.414102,0.0,4.118585,2.581296,0.0
460,0,3.514881,-3.414102,0.0,4.148384,2.500654,0.0
461,0,3.514881,-3.414102,0.0,4.177019,2.417205,0.0
462,0,3.514881,-3.414102,0.0,4.20448,2.331042,0.0
463,0,3.514881,-3.414102,0.0,4.230762,2.242261,0.0
464,0,3.514881,-3.414102,0.0,4.255855,2.150962,0.0
465,0,3.514881,-3.414102,0.0,4.279754,2.057248,0.0
466,0,3.514881,-3.414102,0.0,4.302452,1.961225,0.0
467,0,3.514881,-3.414102,0.0,4.323942,1.862999,0.0
468,0,3.514881,-3.414102,0.0,4.344217,1.762681,0.0
469,0,3.514881,-3.414102,0.0,4.363274,1.660384,0.0
470,0,3.514881,-3.414102,0.0,4.381105,1.556223,0.0
471,0,3.514881,-3.414102,0.0,4.397707,1.450315,0.0
472,0,3.514881,-3.414102,0.0,4.413073,1.342777,0.0
473,0,3.514881,-3.414102,0.0,4.427202,1.233733,0.0
474,0,3.514881,-3.414102,0.0,4.440087,1.123303,0.0
475,0,3.514881,-3.414102,0.0,4.451725,1.011611,0.0
476,0,3.514881,-3.414102,0.0,4.462115,0.898784,0.0
477,0,3.514881,-3.414102,0.0,4.471251,0.784948,0.0
478,0,3.514881,-3.414102,0.0,4.479132,0.67023,0.0
479,0,3.514881,-3.414102,0.0,4.485756,0.55476,0.0
480,0,3.514881,-3.414102,0.0,4.49112,0.438666,0.0
481,0,3.514881,-3.414102,0.0,4.495224,0.322081,0.0
482,0,3.514881,-3.414102,0.0,4.498066,0.205133,0.0
483,0,3.514881,-3.414102,0.0,4.499645,0.087955,0.0
484,0,3.514881,-3.414102,0.0,4.499961,-0.029321,0.0
485,0,3.514881,-3.414102,0.0,4.499013,-0.146565,0.0
486,0,3.514881,-3.414102,0.0,4.496803,-0.263644,0.0
487,0,3.514881,-3.414102,0.0,4.49333,-0.380427,0.0
488,0,3.514881,-3.414102,0.0,4.488596,-0.496783,0.0
489,0,3.514881,-3.414102,0.0,4.482601,-0.612581,0.0
490,0,3.514881,-3.414102,0.0,4.475349,-0.727691,0.0
491,0,3.514881,-3.414102,0.0,4.466839,-0.841984,0.0
492,0,3.514881,-3.414102,0.0,4.457076,-0.955332,0.0
493,0,3.514881,-3.414102,0.0,4.446062,-1.067607,0.0
494,0,3.514881,-3.414102,0.0,4.4338,-1.178683,0.0
495,0,3.514881,-3.414102,0.0,4.420293,-1.288436,0.0
496,0,3.514881,-3.414102,0.0,4.405545,-1.396742,0.0
497,0,3.514881,-3.414102,0.0,4.38956,-1.50348,0.0
498,0,3.514881,-3.414102,0.0,4.372343,-1.60853,0.0
499,0,3.514881,-3.414102,0.0,4.353898,-1.711773,0.0
500,0,3.514881,-3.414102,0.0,4.334232,-1.813095,0.0
501,0,3.514881,-3.414102,0.0,4.313348,-1.91238,0.0
502,0,3.514881,-3.414102,0.0,4.291254,-2.009519,0.0
503,0,3.514881,-3.414102,0.0,4.267955,-2.104401,0.0
504,0,3.514881,-3.414102,0.0,4.243457,-2.19692,0.0
505,0,3.514881,-3.414102,0.0,4.217769,-2.286972,0.0
506,0,3.514881,-3.414102,0.0,4.190896,-2.374457,0.0
507,0,3.514881,-3.414102,0.0,4.162847,-2.459275,0.0
508,0,3.514881,-3.414102,0.0,4.13363,-2.541332,0.0
509,0,3.514881,-3.414102,0.0,4.103252,-2.620535,0.0
510,0,3.514881,-3.414102,0.0,4.071722,-2.696796,0.0
511,0,3.514881,-3.414102,0.0,4.039049,-2.770029,0.0
512,0,3.514881,-3.414102,0.0,4.005242,-2.840152,0.0
513,0,3.514881,-3.414102,0.0,3.970311,-2.907086,0.0
514,0,3.514881,-3.414102,0.0,3.934265,-2.970755,0.0
515,0,3.514881,-3.414102,0.0,3.897114,-3.031089,0.0
516,0,3.514881,-3.414102,0.0,3.85887,-3.088019,0.0
517,0,3.514881,-3.414102,0.0,3.819542,-3.141482,0.0
518,0,3.514881,-3.414102,0.0,3.779142,-3.191418,0.0
519,0,3.514881,-3.414102,0.0,3.737682,-3.23777,0.0
520,0,3.514881,-3.414102,0.0,3.695171,-3.280487,0.0
521,0,3.514881,-3.414102,0.0,3.651624,-3.31952,0.0
522,0,3.514881,-3.414102,0.0,3.607051,-3.354826,0.0
523,0,3.514881,-3.414102,0.0,3.561466,-3.386365,0.0
524,0,3.514881,-3.414102,0.0,3.514881,-3.414102,0.0
525,0,3.514881,-3.414102,0.0,3.46731,-3.438005,0.0
526,0,3.514881,-3.414102,0.0,3.418765,-3.458048,0.0
527,0,3.514881,-3.414102,0.0,3.36926,-3.474208,0.0
528,0,3.514881,-3.414102,0.0,3.318809,-3.486468,0.0
529,0,3.514881,-3.414102,0.0,3.267427,-3.494812,0.0
530,0,3.514881,-3.414102,0.0,3.215127,-3.499232,0.0
531,0,3.514881,-3.414102,0.0,3.161925,-3.499724,0.0
532,0,3.514881,-3.414102,0.0,3.107835,-3.496285,0.0
533,0,3.514881,-3.414102,0.0,3.052873,-3.488921,0.0
534,0,3.514881,-3.414102,0.0,2.997053,-3.47764,0.0
535,0,3.514881,-3.414102,0.0,2.940393,-3.462453,0.0
536,0,3.514881,-3.414102,0.0,2.882907,-3.443379,0.0
537,0,3.514881,-3.414102,0.0,2.824611,-3.420438,0.0
538,0,3.514881,-3.414102,0.0,2.765523,-3.393657,0.0
539,0,3.514881,-3.414102,0.0,2.705658,-3.363066,0.0
540,0,3.514881,-3.414102,0.0,2.645034,-3.328698,0.0
541,0,3.514881,-3.414102,0.0,2.583667,-3.290592,0.0
542,0,3.514881,-3.414102,0.0,2.521575,-3.248792,0.0
543,0,3.514881,-3.414102,0.0,2.458775,-3.203344,0.0
544,0,3.514881,-3.414102,0.0,2.395284,-3.154299,0.0
545,0,3.514881,-3.414102,0.0,2.331122,-3.101713,0.0
546,0,3.514881,-3.414102,0.0,2.266304,-3.045643,0.0
547,0,3.514881,-3.414102,0.0,2.200851,-2.986154,0.0
548,0,3.514881,-3.414102,0.0,2.13478,-2.923312,0.0
549,0,3.514881,-3.414102,0.0,2.068109,-2.857187,0.0
550,0,3.514881,-3.414102,0.0,2.000858,-2.787855,0.0
551,0,3.514881,-3.414102,0.0,1.933046,-2.715392,0.0
552,0,3.514881,-3.414102,0.0,1.86469,-2.63988,0.0
553,0,3.514881,-3.414102,0.0,1.795811,-2.561404,0.0
554,0,3.514881,-3.414102,0.0,1.726428,-2.480052,0.0
555,0,3.514881,-3.414102,0.0,1.65656,-2.395915,0.0
556,0,3.514881,-3.414102,0.0,1.586228,-2.309088,0.0
557,0,3.514881,-3.414102,0.0,1.51545,-2.219668,0.0
558,0,3.514881,-3.414102,0.0,1.444246,-2.127756,0.0
559,0,3.514881,-3.414102,0.0,1.372637,-2.033455,0.0
560,0,3.514881,-3.414102,0.0,1.300643,-1.93687,0.0
561,0,3.514881,-3.414102,0.0,1.228284,-1.838111,0.0
562,0,3.514881,-3.414102,0.0,1.15558,-1.737288,0.0
563,0,3.514881,-3.414102,0.0,1.082551,-1.634514,0.0
564,0,3.514881,-3.414102,0.0,1.009218,-1.529905,0.0
565,0,3.514881,-3.414102,0.0,0.935603,-1.423578,0.0
566,0,3.514881,-3.414102,0.0,0.861724,-1.315653,0.0
567,0,3.514881,-3.414102,0.0,0.787604,-1.20625,0.0
568,0,3.514881,-3.414102,0.0,0.713262,-1.095493,0.0
569,0,3.514881,-3.414102,0.0,0.638721,-0.983506,0.0
570,0,3.514881,-3.414102,0.0,0.564,-0.870415,0.0
571,0,3.514881,-3.414102,0.0,0.48912,-0.756346,0.0
572,0,3.514881,-3.414102,0.0,0.414104,-0.641428,0.0
573,0,3.514881,-3.414102,0.0,0.338971,-0.52579,0.0
574,0,3.514881,-3.414102,0.0,0.263743,-0.409561,0.0
575,0,3.514881,-3.414102,0.0,0.18844,-0.292872,0.0
576,0,3.514881,-3.414102,0.0,0.113085,-0.175855,0.0
577,0,3.514881,-3.414102,0.0,0.037699,-0.05864,0.0
578,0,3.514881,-3.414102,0.0,-0.037699,0.05864,0.0
579,0,3.514881,-3.414102,0.0,-0.113085,0.175855,0.0
580,0,3.514881,-3.414102,0.0,-0.18844,0.292872,0.0
581,0,3.514881,-3.414102,0.0,-0.263743,0.409561,0.0
582,0,3.514881,-3.414102,0.0,-0.338971,0.52579,0.0
583,0,3.514881,-3.414102,0.0,-0.414104,0.641428,0.0
584,0,3.514881,-3.414102,0.0,-0.48912,0.756346,0.0
585,0,3.514881,-3.414102,0.0,-0.564,0.870415,0.0
586,0,3.514881,-3.414102,0.0,-0.638721,0.983506,0.0
587,0,3.514881,-3.414102,0.0,-0.713262,1.095493,0.0
588,0,3.514881,-3.414102,0.0,-0.787604,1.20625,0.0
589,0,3.514881,-3.414102,0.0,-0.861724,1.315653,0.0
590,0,3.514881,-3.414102,0.0,-0.935603,1.423578,0.0
591,0,3.514881,-3.414102,0.0,-1.009218,1.529905,0.0
592,0,3.514881,-3.414102,0.0,-1.082551,1.634514,0.0
593,0,3.514881,-3.414102,0.0,-1.15558,1.737288,0.0
594,0,3.514881,-3.414102,0.0,-1.228284,1.838111,0.0
595,0,3.514881,-3.414102,0.0,-1.300643,1.93687,0.0
596,0,3.514881,-3.414102,0.0,-1.372637,2.033455,0.0
597,0,3.514881,-3.414102,0.0,-1.444246,2.127756,0.0
598,0,3.514881,-3.414102,0.0,-1.51545,2.219668,0.0
599,0,3.514881,-3.414102,0.0,-1.586228,2.309088,0.0
600,0,3.514881,-3.414102,0.0,-1.65656,2.395915,0.0
601,0,3.514881,-3.414102,0.0,-1.726428,2.480052,0.0
602,0,3.514881,-3.414102,0.0,-1.795811,2.561404,0.0
603,0,3.514881,-3.414102,0.0,-1.86469,2.63988,0.0
604,0,3.514881,-3.414102,0.0,-1.933046,2.715392,0.0
605,0,3.514881,-3.414102,0.0,-2.000858,2.787855,0.0
606,0,3.514881,-3.414102,0.0,-2.068109,2.857187,0.0
607,0,3.514881,-3.414102,0.0,-2.13478,2.923312,0.0
608,0,3.514881,-3.414102,0.0,-2.200851,2.986154,0.0
609,0,3.514881,-3.414102,0.0,-2.266304,3.045643,0.0
610,0,3.514881,-3.414102,0.0,-2.331122,3.101713,0.0
611,0,3.514881,-3.414102,0.0,-2.395284,3.154299,0.0
612,0,3.514881,-3.414102,0.0,-2.458775,3.203344,0.0
613,0,3.514881,-3.414102,0.0,-2.521575,3.248792,0.0
614,0,3.514881,-3.414102,0.0,-2.583667,3.290592,0.0
615,0,3.514881,-3.414102,0.0,-2.645034,3.328698,0.0
616,0,3.514881,-3.414102,0.0,-2.705658,3.363066,0.0
617,0,3.514881,-3.414102,0.0,-2.765523,3.393657,0.0
618,0,3.514881,-3.414102,0.0,-2.824611,3.420438,0.0
619,0,3.514881,-3.414102,0.0,-2.882907,3.443379,0.0
620,0,3.514881,-3.414102,0.0,-2.940393,3.462453,0.0
621,0,3.514881,-3.414102,0.0,-2.997053,3.47764,0.0
622,0,3.514881,-3.414102,0.0,-3.052873,3.488921,0.0
623,0,3.514881,-3.414102,0.0,-3.107835,3.496285,0.0
624,0,3.514881,-3.414102,0.0,-3.161925,3.499724,0.0
625,0,3.514881,-3.414102,0.0,-3.215127,3.499232,0.0
626,0,3.514881,-3.414102,0.0,-3.267427,3.494812,0.0
627,0,3.514881,-3.414102,0.0,-3.318809,3.486468,0.0
628,0,3.514881,-3.414102,0.0,-3.36926,3.474208,0.0
629,0,3.514881,-3.414102,0.0,-3.418765,3.458048,0.0
630,0,3.514881,-3.414102,0.0,-3.46731,3.438005,0.0
631,0,3.514881,-3.414102,0.0,-3.514881,3.414102,0.0
632,0,3.514881,-3.414102,0.0,-3.561466,3.386365,0.0
633,0,3.514881,-3.414102,0.0,-3.607051,3.354826,0.0
634,0,3.514881,-3.414102,0.0,-3.651624,3.31952,0.0
635,0,3.514881,-3.414102,0.0,-3.695171,3.280487,0.0
636,0,3.514881,-3.414102,0.0,-3.737682,3.23777,0.0
637,0,3.514881,-3.414102,0.0,-3.779142,3.191418,0.0
638,0,3.514881,-3.414102,0.0,-3.819542,3.141482,0.0
639,0,3.514881,-3.414102,0.0,-3.85887,3.088019,0.0
640,0,3.514881,-3.414102,0.0,-3.897114,3.031089,0.0
641,0,3.514881,-3.414102,0.0,-3.934265,2.970755,0.0
642,0,3.514881,-3.414102,0.0,-3.970311,2.907086,0.0
643,0,3.514881,-3.414102,0.0,-4.005242,2.840152,0.0
644,0,3.514881,-3.414102,0.0,-4.039049,2.770029,0.0
645,0,3.514881,-3.414102,0.0,-4.071722,2.696796,0.0
646,0,3.514881,-3.414102,0.0,-4.103252,2.620535,0.0
647,0,3.514881,-3.414102,0.0,-4.13363,2.541332,0.0
648,0,3.514881,-3.414102,0.0,-4.162847,2.459275,0.0
649,0,3.514881,-3.414102,0.0,-4.190896,2.374457,0.0
650,0,3.514881,-3.414102,0.0,-4.217769,2.286972,0.0
651,0,3.514881,-3.414102,0.0,-4.243457,2.19692,0.0
652,0,3.514881,-3.414102,0.0,-4.267955,2.104401,0.0
653,0,3.514881,-3.414102,0.0,-4.291254,2.009519,0.0
654,0,3.514881,-3.414102,0.0,-4.313348,1.91238,0.0
655,0,3.514881,-3.414102,0.0,-4.334232,1.813095,0.0
656,0,3.514881,-3.414102,0.0,-4.353898,1.711773,0.0
657,0,3.514881,-3.414102,0.0,-4.372343,1.60853,0.0
658,0,3.514881,-3.414102,0.0,-4.38956,1.50348,0.0
659,0,3.514881,-3.414102,0.0,-4.405545,1.396742,0.0
660,0,3.514881,-3.414102,0.0,-4.420293,1.288436,0.0
661,0,3.514881,-3.414102,0.0,-4.4338,1.178683,0.0
662,0,3.514881,-3.414102,0.0,-4.446062,1.067607,0.0
663,0,3.514881,-3.414102,0.0,-4.457076,0.955332,0.0
664,0,3.514881,-3.414102,0.0,-4.466839,0.841984,0.0
665,0,3.514881,-3.414102,0.0,-4.475349,0.727691,0.0
666,0,3.514881,-3.414102,0.0,-4.482601,0.612581,0.0
667,0,3.514881,-3.414102,0.0,-4.488596,0.496783,0.0
668,0,3.514881,-3.414102,0.0,-4.49333,0.380427,0.0
669,0,3.514881,-3.414102,0.0,-4.496803,0.263644,0.0
670,0,3.514881,-3.414102,0.0,-4.499013,0.146565,0.0
671,0,3.514881,-3.414102,0.0,-4.499961,0.029321,0.0
672,0,3.514881,-3.414102,0.0,-4.499645,-0.087955,0.0
673,0,3.514881,-3.414102,0.0,-4.498066,-0.205133,0.0
674,0,3.514881,-3.414102,0.0,-4.495224,-0.322081,0.0
675,0,3.514881,-3.414102,0.0,-4.49112,-0.438666,0.0
676,0,3.514881,-3.414102,0.0,-4.485756,-0.55476,0.0
677,0,3.514881,-3.414102,0.0,-4.479132,-0.67023,0.0
678,0,3.514881,-3.414102,0.0,-4.471251,-0.784948,0.0
679,0,3.514881,-3.414102,0.0,-4.462115,-0.898784,0.0
680,0,3.514881,-3.414102,0.0,-4.451725,-1.011611,0.0
681,0,3.514881,-3.414102,0.0,-4.440087,-1.123303,0.0
682,0,3.514881,-3.414102,0.0,-4.427202,-1.233733,0.0
683,0,3.514881,-3.414102,0.0,-4.413073,-1.342777,0.0
684,0,3.514881,-3.414102,0.0,-4.397707,-1.450315,0.0
685,0,3.514881,-3.414102,0.0,-4.381105,-1.556223,0.0
686,0,3.514881,-3.414102,0.0,-4.363274,-1.660384,0.0
687,0,3.514881,-3.414102,0.0,-4.344217,-1.762681,0.0
688,0,3.514881,-3.414102,0.0,-4.323942,-1.862999,0.0
689,0,3.514881,-3.414102,0.0,-4.302452,-1.961225,0.0
690,0,3.514881,-3.414102,0.0,-4.279754,-2.057248,0.0
691,0,3.514881,-3.414102,0.0,-4.255855,-2.150962,0.0
692,0,3.514881,-3.414102,0.0,-4.230762,-2.242261,0.0
693,0,3.514881,-3.414102,0.0,-4.20448,-2.331042,0.0
694,0,3.514881,-3.414102,0.0,-4.177019,-2.417205,0.0
695,0,3.514881,-3.414102,0.0,-4.148384,-2.500654,0.0
696,0,3.514881,-3.414102,0.0,-4.118585,-2.581296,0.0
697,0,3.514881,-3.414102,0.0,-4.08763,-2.659039,0.0
698,0,3.514881,-3.414102,0.0,-4.055528,-2.733797,0.0
699,0,3.514881,-3.414102,0.0,-4.022286,-2.805484,0.0
700,0,3.514881,-3.414102,0.0,-3.987916,-2.874022,0.0
701,0,3.514881,-3.414102,0.0,-3.952426,-2.939333,0.0
702,0,3.514881,-3.414102,0.0,-3.915827,-3.001343,0.0
703,0,3.514881,-3.414102,0.0,-3.878128,-3.059984,0.0
704,0,3.514881,-3.414102,0.0,-3.839341,-3.115188,0.0
705,0,3.514881,-3.414102,0.0,-3.799476,-3.166895,0.0
706,0,3.514881,-3.414102,0.0,-3.758544,-3.215045,0.0
707,0,3.514881,-3.414102,0.0,-3.716557,-3.259586,0.0
708,0,3.514881,-3.414102,0.0,-3.673527,-3.300467,0.0
709,0,3.514881,-3.414102,0.0,-3.629465,-3.337642,0.0
710,0,3.514881,-3.414102,0.0,-3.584385,-3.371069,0.0
711,0,3.514881,-3.414102,0.0,-3.538298,-3.400711,0.0
712,0,3.514881,-3.414102,0.0,-3.491218,-3.426535,0.0
713,0,3.514881,-3.414102,0.0,-3.443158,-3.448511,0.0
714,0,3.514881,-3.414102,0.0,-3.394131,-3.466615,0.0
715,0,3.514881,-3.414102,0.0,-3.344152,-3.480827,0.0
716,0,3.514881,-3.414102,0.0,-3.293233,-3.49113,0.0
717,0,3.514881,-3.414102,0.0,-3.241391,-3.497513,0.0
718,0,3.514881,-3.414102,0.0,-3.188638,-3.499969,0.0
719,0,3.514881,-3.414102,0.0,-3.13499,-3.498496,0.0
720,0,3.514881,-3.414102,0.0,-3.080462,-3.493094,0.0
721,0,3.514881,-3.414102,0.0,-3.025069,-3.483769,0.0
722,0,3.514881,-3.414102,0.0,-2.968827,-3.470534,0.0
723,0,3.514881,-3.414102,0.0,-2.911752,-3.453401,0.0
724,0,3.514881,-3.414102,0.0,-2.853859,-3.43239,0.0
725,0,3.514881,-3.414102,0.0,-2.795165,-3.407526,0.0
726,0,3.514881,-3.414102,0.0,-2.735686,-3.378836,0.0
727,0,3.514881,-3.414102,0.0,-2.67544,-3.346351,0.0
728,0,3.514881,-3.414102,0.0,-2.614442,-3.31011,0.0
729,0,3.514881,-3.414102,0.0,-2.55271,-3.270151,0.0
730,0,3.514881,-3.414102,0.0,-2.490262,-3.226521,0.0
731,0,3.514881,-3.414102,0.0,-2.427115,-3.179268,0.0
732,0,3.514881,-3.414102,0.0,-2.363286,-3.128445,0.0
733,0,3.514881,-3.414102,0.0,-2.298794,-3.074109,0.0
734,0,3.514881,-3.414102,0.0,-2.233656,-3.016322,0.0
735,0,3.514881,-3.414102,0.0,-2.167892,-2.955148,0.0
736,0,3.514881,-3.414102,0.0,-2.101518,-2.890655,0.0
737,0,3.514881,-3.414102,0.0,-2.034555,-2.822917,0.0
738,0,3.514881,-3.414102,0.0,-1.967021,-2.75201,0.0
739,0,3.514881,-3.414102,0.0,-1.898934,-2.678012,0.0
740,0,3.514881,-3.414102,0.0,-1.830315,-2.601007,0.0
741,0,3.514881,-3.414102,0.0,-1.761182,-2.521082,0.0
742,0,3.514881,-3.414102,0.0,-1.691554,-2.438326,0.0
743,0,3.514881,-3.414102,0.0,-1.621451,-2.352832,0.0
744,0,3.514881,-3.414102,0.0,-1.550893,-2.264696,0.0
745,0,3.514881,-3.414102,0.0,-1.4799,-2.174017,0.0
746,0,3.514881,-3.414102,0.0,-1.408491,-2.080898,0.0
747,0,3.514881,-3.414102,0.0,-1.336687,-1.985441,0.0
748,0,3.514881,-3.414102,0.0,-1.264508,-1.887756,0.0
749,0,3.514881,-3.414102,0.0,-1.191973,-1.787951,0.0
750,0,3.514881,-3.414102,0.0,-1.119104,-1.686138,0.0
751,0,3.514881,-3.414102,0.0,-1.045921,-1.582432,0.0
752,0,3.514881,-3.414102,0.0,-0.972445,-1.476949,0.0
753,0,3.514881,-3.414102,0.0,-0.898695,-1.369808,0.0
754,0,3.514881,-3.414102,0.0,-0.824693,-1.261129,0.0
755,0,3.514881,-3.414102,0.0,-0.750459,-1.151033,0.0
756,0,3.514881,-3.414102,0.0,-0.676015,-1.039646,0.0
757,0,3.514881,-3.414102,0.0,-0.601381,-0.92709,0.0
758,0,3.514881,-3.414102,0.0,-0.526578,-0.813494,0.0
759,0,3.514881,-3.414102,0.0,-0.451628,-0.698985,0.0
760,0,3.514881,-3.414102,0.0,-0.37655,-0.583691,0.0
761,0,3.514881,-3.414102,0.0,-0.301367,-0.467741,0.0
762,0,3.514881,-3.414102,0.0,-0.226099,-0.351266,0.0
763,0,3.514881,-3.414102,0.0,-0.150768,-0.234397,0.0
764,0,3.514881,-3.414102,0.0,-0.075395,-0.117264,0.0
765,0,3.514881,-3.414102,0.0,-0.0,-0.0,0.0
766,0,3.514881,-3.414102,0.0,0.075395,0.117264,0.0
767,0,3.514881,-3.414102,0.0,0.150768,0.234397,0.0
768,0,3.514881,-3.414102,0.0,0.226099,0.351266,0.0
769,0,3.514881,-3.414102,0.0,0.301367,0.467741,0.0
770,0,3.514881,-3.414102,0.0,0.37655,0.583691,0.0
771,0,3.514881,-3.414102,0.0,0.451628,0.698985,0.0
772,0,3.514881,-3.414102,0.0,0.526578,0.813494,0.0
773,0,3.514881,-3.414102,0.0,0.601381,0.92709,0.0
774,0,3.514881,-3.414102,0.0,0.676015,1.039646,0.0
775,0,3.514881,-3.414102,0.0,0.750459,1.151033,0.0
776,0,3.514881,-3.414102,0.0,0.824693,1.261129,0.0
777,0,3.514881,-3.414102,0.0,0.898695,1.369808,0.0
778,0,3.514881,-3.414102,0.0,0.972445,1.476949,0.0
779,0,3.514881,-3.414102,0.0,1.045921,1.582432,0.0
780,0,3.514881,-3.414102,0.0,1.119104,1.686138,0.0
781,0,3.514881,-3.414102,0.0,1.191973,1.787951,0.0
782,0,3.514881,-3.414102,0.0,1.264508,1.887756,0.0
783,0,3.514881,-3.414102,0.0,1.336687,1.985441,0.0
784,0,3.514881,-3.414102,0.0,1.408491,2.080898,0.0
785,0,3.514881,-3.414102,0.0,1.4799,2.174017,0.0
786,0,3.514881,-3.414102,0.0,1.550893,2.264696,0.0
787,0,3.514881,-3.414102,0.0,1.621451,2.352832,0.0
788,0,3.514881,-3.414102,0.0,1.691554,2.438326,0.0
789,0,3.514881,-3.414102,0.0,1.761182,2.521082,0.0
790,0,3.514881,-3.414102,0.0,1.830315,2.601007,0.0
791,0,3.514881,-3.414102,0.0,1.898934,2.678012,0.0
792,0,3.514881,-3.414102,0.0,1.967021,2.75201,0.0
793,0,3.514881,-3.414102,0.0,2.034555,2.822917,0.0
794,0,3.514881,-3.414102,0.0,2.101518,2.890655,0.0
795,0,3.514881,-3.414102,0.0,2.167892,2.955148,0.0
796,0,3.514881,-3.414102,0.0,2.233656,3.016322,0.0
797,0,3.514881,-3.414102,0.0,2.298794,3.074109,0.0
798,0,3.514881,-3.414102,0.0,2.363286,3.128445,0.0
799,0,3.514881,-3.414102,0.0,2.427115,3.179268,0.0
800,0,3.514881,-3.414102,0.0,2.490262,3.226521,0.0
801,0,3.514881,-3.414102,0.0,2.55271,3.270151,0.0
802,0,3.514881,-3.414102,0.0,2.614442,3.31011,0.0
803,0,3.514881,-3.414102,0.0,2.67544,3.346351,0.0
804,0,3.514881,-3.414102,0.0,2.735686,3.378836,0.0
805,0,3.514881,-3.414102,0.0,2.795165,3.407526,0.0
806,0,3.514881,-3.414102,0.0,2.853859,3.43239,0.0
807,0,3.514881,-3.414102,0.0,2.911752,3.453401,0.0
808,0,3.514881,-3.414102,0.0,2.968827,3.470534,0.0
809,0,3.514881,-3.414102,0.0,3.025069,3.483769,0.0
810,0,3.514881,-3.414102,0.0,3.080462,3.493094,0.0
811,0,3.514881,-3.414102,0.0,3.13499,3.498496,0.0
812,0,3.514881,-3.414102,0.0,3.188638,3.499969,0.0
813,0,3.514881,-3.414102,0.0,3.241391,3.497513,0.0
814,0,3.514881,-3.414102,0.0,3.293233,3.49113,0.0
815,0,3.514881,-3.414102,0.0,3.344152,3.480827,0.0
816,0,3.514881,-3.414102,0.0,3.394131,3.466615,0.0
817,0,3.514881,-3.414102,0.0,3.443158,3.448511,0.0
818,0,3.514881,-3.414102,0.0,3.491218,3.426535,0.0
819,0,3.514881,-3.414102,0.0,3.538298,3.400711,0.0
820,0,3.514881,-3.414102,0.0,3.584385,3.371069,0.0
